en,vi
Tom says he's busy,Tom nói anh ấy bận
Tom stayed with me,Tom ở lại với tôi
Tom was frightened,Tom đã rất hoảng sợ
Tom was not famous,Tom không nổi tiếng
Tom went on a trip,Tom đã đi du lịch
Tom's gun misfired,Khẩu súng của Tom bị cướp cò
"Tom, where are you?","Tom ơi, bạn đang ở đâu"
Tomorrow is Sunday,Ngày mai là Chủ nhật
We can rely on Tom,Chúng ta có thể dựa vào Tom
We can rely on Tom,Chúng tôi có thể dựa vào Tom
We can't stay here,Chúng ta không thể ở đây
We can't stay here,Chúng tôi không thể ở đây
We felt threatened,Chúng tôi cảm thấy bị đe dọa
We gave it to them,Bọn tớ đưa nó cho họ
We were very lucky,Chúng tôi đã rất may mắn
We were very tired,Chúng tôi đã rất mệt mõi
We'll convince Tom,Chúng tôi sẽ thuyết phục Tom
We'll wait outside,Chúng ta sẽ chờ ở ngoài
We'll wait outside,Tụi tao sẽ chờ ở ngoài
We're going inside,Chúng tôi đang đi vào trong
What did you drink?,Cậu đã uống gì
What did you drink?,Bạn đã uống gì
What's in this bag?,Trong túi này có gì vậy
What's there to do?,Có việc gì ở đó để làm
Where does he live?,Anh ấy đang sống ở đâu
Where does he live?,Nhà anh ấy ở đâu
Which boy did that?,Thằng bé nào đã làm chuyện đó vậy
Which cup is yours?,Tách nào của bạn
Which cup is yours?,Cái tách nào là của bạn
Who made this cake?,Ai đã làm chiếc bánh này
Who stole my money?,Ai đã ăn cắp tiền của tôi
Whose beer is this?,Bia của ai đây
Why are they angry?,Sao họ lại tức giận
Why are they angry?,Tại sao họ lại tức giận
Why are you crying?,Vì sao con khóc
Why are you crying?,Tại sao bạn lại khóc
Why are you crying?,Tại sao bạn khóc
Why are you crying?,Vì sao bạn khóc
Why are you crying?,Sao bạn lại khóc
Why are you crying?,Sao bạn khóc thế
Would you marry me?,Em sẽ lấy anh chứ
You can talk to me,Anh có thể nói với tôi
You can use my car,Bạn có thể dùng xe hơi của tôi
You drank too much,Bạn đã uống quá nhiều rồi
You got very drunk,Bạn say quá rồi
You must be joking,Chắc là bạn đang đùa
You must be sleepy,Bạn đang buồn ngủ có phải không
You must come home,Bạn phải về nhà
You must come home,Bạn phải trở về nhà
You only live once,Mày chỉ sống được một lần
You should ask Tom,Bạn nên hỏi Tom
You should ask Tom,Cậu nên hỏi Tom
You were an animal,Mày là đồ con vật
You'll feel better,Bạn sẽ cảm thấy tốt hơn
You'll feel better,Bạn sẽ thấy tốt hơn
You're a smart boy,Bạn là một chàng trai thông minh
You're all cowards,Tất cả chúng mày đều là đồ nhát cáy
You're just a girl,Bạn chỉ là một cô gái
You're very lonely,Bạn đang rất cô đơn
"Trust me, he said","Tin tôi đi, anh ấy nói"
All I have is books,Tất cả những gì tôi có là sách vở
America is very big,Nước Mỹ rất rộng lớn
Anything can happen,Điều gì cũng có thể xảy ra
Are these your skis?,Đây là đồ trược tuyết của bạn hả
Are you guys hungry?,Mọi người đói chưa
Are you guys hungry?,Mọi người đói chưa ạ
Are you ignoring me?,Bạn bơ tôi à
Are you in pain now?,Hiện giờ bạn có đau không
Can I have a moment?,Cho tôi chút thời gian được không
Complaints are rare,Rất hiếm lời phàn nàn
Did you get a reply?,Người ta trả lời chưa
Did you go upstairs?,Bạn đã lên lầu rồi à
Did you read it all?,Anh đã đọc hết nó rồi à
Did you read it all?,Anh đã đọc hết quyển đó rồi à
Do whatever you can,Làm bất cứ điều gì mà bạn có thể
Do you have a fever?,Bạn có bị sốt không
Do you have any gum?,Bạn có kẹo cao su không
Do you like cooking?,Bạn có thích nấu ăn không
Do you like singing?,Bạn có thích hát không
Do you like singing?,Bạn thích hát không
Do you want a drink?,Bạn có muốn uống một ly không
Do you want a drink?,Bạn có muốn thức uống gì không
Does Tom live alone?,Tom sống một mình à
Everybody hates Tom,Tất cả mọi người đều ghét Tom
Everybody is asleep,Mọi người đều đang ngủ
Everybody likes her,Tất cả mọi người đều thích cô ấy
"Excuse me, I'm lost","Tôi xin lỗi, tôi bị lạc đường"
Freedom is not free,Tự do không đồng nghĩa với được tự do
Give Tom my regards,Gửi lời chào tới Tom hộ tôi nhé
He adopted her idea,Anh ấy đã làm theo ý kiến của cô ấy
He cured my illness,Anh ấy đã chữa khỏi căn bệnh của tôi
He died a sad death,Ông ta kết thúc cuộc đời một cách buồn thảm
He entered the army,Anh ta gia nhập quân đội
He entered the army,Anh ấy đã nhập ngũ
He has many friends,Anh ấy có nhiều bạn
He lives by himself,Nó tự nuôi sống bản thân
He lives by himself,Nó sống với chính nó
He lives by himself,Nó sống một mình
He lives in comfort,Anh ta sống trong nhung lụa
He never tells lies,Nó không bao giờ nói láo
He never tells lies,Nó không bao giờ nói xạo
Help me make a list,Hãy giúp tôi tạo một danh sách
Hold on to me tight,Bám chặt vào tôi
How old is your dog?,Con chó của bạn bao nhiêu tuổi
How old is your dog?,Chó nhà bạn bao nhiêu tuổi thế
I bought a VIP pass,Tôi đã mua một vé VIP
I can defend myself,Tôi có thể tự vệ
I can defend myself,Tôi có thể tự bảo vệ mình
I can smell flowers,Tôi có thể ngửi thấy mùi hoa
I can't believe Tom,Tôi không thể tin Tom
I can't believe Tom,Tôi không thể tin tưởng Tom
I can't do that now,Giờ tôi chưa thể làm được
I didn't betray you,Tôi không phản bội cậu
I didn't understand,Tôi không hiểu
I don't believe you,Tôi không tin bạn
I don't like coffee,Tôi không thích cà phê
I feel very relaxed,Tôi thấy rất thư giãn
I got that from Tom,Tôi nhận được cái đó từ Tom
I had a great night,Tôi đã có một đêm tuyệt vời
I had to arrest Tom,Tôi đã phải bắt giữ Tom
I hate dining alone,Tôi ghét ăn tối một mình
I have lost the key,Tôi đã mất chìa khóa
I have things to do,Tôi có việc phải làm
I have things to do,Tôi có việc cần phải làm
I have to go to bed,tôi phải đi ngủ
I hope they make it,Tôi hy vọng họ làm được
I knew we'd be late,Tôi biết chúng tôi sẽ đến muộn
I know what's wrong,Tôi biết cái gì sai rồi
I like chubby women,Tôi thích phụ nữ mũm mĩm
I lost sight of Tom,Tôi đã mất dấu Tom
I may need a lawyer,Tôi có thể sẽ cần một luật sư
I may need a lawyer,Có thể tôi sẽ cần một luật sư
I need a translator,Tôi cần một người dịch
I need a translator,Tôi cần một thông dịch viên
I need to sleep now,Tớ đi ngủ đây
I need you to leave,Tôi cần bạn rời khỏi đây
I only used it once,Tôi chỉ sử dụng nó một lần
I opened the window,Tôi đã mở cửa sổ
I picked up the cat,Tôi đã nhặt con mèo lên
I really have to go,Tôi thực sự phải đi
I started to scream,Tôi đã bắt đầu hét lên
I thought about Tom,Tôi đã nghĩ về Tom
I thought you'd cry,Tôi tưởng bạn sẽ khóc
I want Tom arrested,Tôi muốn Tom bị bắt
I want to marry her,Tôi muốn lấy cô ấy
I want to marry her,Tôi muốn cưới cô ấy
I want to marry her,Tôi muốn kết hôn với cô ấy
I want you to leave,Tôi muốn bạn rời đi
I want your respect,Tôi muốn sự tôn trọng của bạn
I want your respect,Tôi muốn có được sự tôn trọng của bạn
I will be back soon,Tôi sẽ quay lại sớm
I will be back soon,Tôi sẽ quay lại sớm thôi
I will be back soon,Tôi sẽ sớm trở lại
I won't pay for Tom,Tôi sẽ không trả tiền cho Tom
I'd help if I could,Em sẽ giúp nếu có thể
I'd like to say yes,Tôi muốn nói có
I'll walk to school,Tôi sẽ đi bộ đến trường
I'll walk to school,Tôi sẽ đi bộ tới trường
I'm Tom's bodyguard,Tôi là vệ sĩ của Tom
I'm Tom's bodyguard,Tôi là vệ sỹ của Tom
I'm a tennis player,Tôi là người chơi ten+nít
I'm afraid of bears,Tôi sợ gấu
I'm bad at swimming,Tôi bơi không giỏi
I'm eating rice now,Tôi đang ăn cơm
I'm glad I can help,Rất vui vì tôi có thể giúp
I'm not a cat lover,Tôi không phải một người yêu mèo
I'm not a cat lover,Tôi không phải là một con người yêu mèo
I'm not a cat lover,Tôi không phải là một người yêu mèo
"I'm not joking, Tom",Tôi không đùa đâu Tom
I'm really not sure,Tôi thực sự cũng không chắc nữa
I'm really not sure,Thật sự tôi cũng không chắc nữa
I'm really not sure,Thật sự là tôi cũng không chắc nữa
I'm studying French,Tôi đang học tiếng Pháp
I'm taller than Tom,Tôi cao hơn Tom
I've got a headache,Tôi bị đau đầu
I've lost my wallet,Tôi bị mất ví
I've seen it myself,Tôi từng tận mắt thấy nó
I've seen you on TV,Tôi đã nhìn thấy bạn trên ti vi
Is everyone waiting?,Mọi người đang chờ à
Is everyone waiting?,Mọi người đang đợi à
Is that good or bad?,Cái đó tốt hay xấu
Is that house yours?,Căn nhà đó là của bạn phải không
It isn't a big deal,Nó không phải là một vấn đề lớn
It was very helpful,Nó rất có ích
It's as cold as ice,Lạnh như băng vậy
It's cold in Boston,Trời lạnh ở Boston
It's finally Friday,Cuối cùng cũng đến thứ sáu rồi đấy
It's finally Friday,Cuối cùng cũng đến thứ Sáu rồi
It's not big enough,Nó không đủ to
It's not real money,Nó không phải tiền thật
Keep away from that,Tránh xa chỗ đó ra
Keep away from that,Tránh xa nơi đó
Keep away from that,Tránh xa nơi đó ra
Mom is always right,Mẹ luôn luôn đúng
Money is everything,Có tiền thì mới có quyền
Money is everything,Có tiền mới làm phiền thiên hạ
My back still hurts,Lưng tôi vẫn đau
My hobby is reading,Sở thích của tôi là đọc sách
My money was stolen,Tôi bị trộm mất tiền
My whole body hurts,Tôi bị đau toàn thân
Nobody can stop Tom,Không ai có thể ngăn cản Tom
Nobody can stop Tom,Không một ai có thể ngăn Tom lại
Please show me that,Hãy cho tôi xem cái kia
Prices are going up,Vật giá đang tăng
Seeing is believing,Trăm nghe không bằng một thấy
She is about my age,Cô ấy tầm tuổi tôi
She is very healthy,Cô ấy rất khoẻ mạnh
She reserved a room,Cô ấy đã đặt phòng
She wants a new hat,Cô ấy muốn một chiếc mũ mới
She won't like this,Nó sẽ không thích việc này
She won't like this,Cô ấy sẽ không thích điều này
She won't like this,Cô ấy sẽ không thích cái này
She won't like this,Cô ấy sẽ không thích việc này
She's a kind person,Cô ấy là một người tốt bụng
She's a real hottie,Cô ấy thực sự là một cô gái xinh đẹp
Shut your big mouth,Im con mẹ mồm đi
Step into the light,Hãy bước ra ánh sáng
That boy is running,Cậu bé ở đằng kia đang chạy
That's a good price,Giá tốt đấy
That's not possible,Điều đó là bất khả thi
That's not the case,Đó không phải là trường hợp
That's why Tom came,Đó là lý do Tom đến
The coffee is great,Cà phê thật tuyệt
The dog is sleeping,Con chó đang ngủ
The fire alarm rang,Chuông báo cháy vang lên
There are no limits,Không có giới hạn nào cả
These are wonderful,Thật tuyệt vời
These must be yours,Những thứ này chắc hẳn là của bạn
They should know it,Họ nên biết nó chứ
This is not a tiger,Đó không phải là một con hổ
This is what I need,Đây là cái tôi cần
This table is heavy,Cái bàn này nặng quá
Today is a warm day,Hôm nay là một ngày ấm áp
Tom eats like a pig,Tom ăn như lợn vậy
Tom grabbed a chair,Tom đã cầm lấy cái ghế
Tom hates that word,Tom rất ghét từ đó
Tom is a good pilot,Tom là một phi công giỏi
Tom is a good pilot,Tom là một hoa tiêu giỏi
Tom is an adult now,Bây giờ Tom là người lớn
Tom is my colleague,Tom là đồng nghiệp của tôi
Tom kicked the ball,Tom đã đá quả bóng
Tom lit the candles,Tom đã thắp nến lên
Tom looks different,Tom trông có vẻ khác trước
Tom made his choice,Tom đã đưa ra sự lựa chọn
Tom may not be dead,Có lẽ Tom chưa chết
Tom needs a haircut,Tom cần phải đi cắt tóc
Tom opened the gate,Tom đã mở cổng
Tom opened the safe,Tom mở cửa két sắt
Tom recognized Mary,Tom nhận ra Mary
Tom recognized Mary,Tom đã nhận ra Mary
Tom started packing,Tom bắt đầu đóng gói đồ đạc
Tom wants a new hat,Tom muốn một cái mũ mới
Tom wants a new hat,Tom muốn có một cái mũ mới
Tom was on the list,Tom đã có tên trên danh sách
Tom will never know,Tôm sẽ không bao giờ biết
Tom won't try again,Tom sẽ không thử lại
Try on this sweater,Hãy thử mặc chiếc áo len này xem
Try on this sweater,Bạn mặc thử cái áo len này đi
We all have changed,Chúng ta đều đã thay đổi
We caught the train,Chúng tôi đã bắt kịp chuyến tàu hỏa
We hope we're wrong,Chúng tôi hy vọng là mình đã sai
We must leave early,Chúng tôi phải về sớm
We must pay the tax,Chúng tôi phải nộp thuế
We need a new truck,Chúng tôi cần một chiếc xe tải mới
We need a new truck,Chúng ta cần một chiếc xe tải mới
We need an iron bar,Chúng ta cần một thanh sắt
We reached our goal,Chúng tôi đã giành được thắng lợi
We'll know tomorrow,Chúng ta sẽ biết vào ngày mai
We'll make the time,Mình sẽ dành thời gian
We're not strangers,Chúng tôi không phải là người lạ
We're out of butter,Chúng ta đã hết bơ
We're out of butter,Chúng ta hết bơ rồi
What did you answer?,Bạn đã trả lời thế nào
What did you answer?,Bạn đã trả lời như thế nào
What street is this?,Đây là đường gì
What's the time now?,Bây giờ là mấy giờ rồi
When did Tom return?,Tom về khi nào thế
When did Tom return?,Tom về lúc nào đấy
